time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050103:0136,605,200,0,52.28,19.81,2.69,0
20050103:0236,874,120,0,64.58,21.43,2.55,0
20050103:0336,954,123,0,75.52,22.87,2.55,0
20050103:0436,991,111,0,79.06,24.14,2.69,0
20050103:0536,926,122,0,70.57,25.01,3.03,0
20050103:0636,851,97,0,58.7,24.94,3.72,0
20050103:0736,675,103,0,46.24,24.58,4.07,0
20050103:0836,481,94,0,33.73,23.92,4.28,0
20050103:0936,285,70,0,21.41,22.9,4.41,0
20050103:1036,76,51,0,9.46,21.25,4.07,0
20050103:1136,0,0,0,0,19.47,4.21,0
20050103:1236,0,0,0,0,18.04,4,0
20050103:1336,0,0,0,0,16.9,3.52,0
20050103:1436,0,0,0,0,15.99,3.1,0
20050103:1536,0,0,0,0,15.22,2.69,0
20050103:1636,0,0,0,0,14.5,2.41,0
20050103:1736,0,0,0,0,13.88,2.28,0
20050103:1836,0,0,0,0,13.16,2.14,0
20050103:1936,0,0,0,0,12.69,2.07,0
20050103:2036,0,0,0,0,12.33,2.07,0
20050103:2136,0,3,0,3.5,12.53,1.79,0
20050103:2236,0,20,0,15.17,15.07,1.66,0
20050103:2336,522,103,0,27.19,17.17,2.14,0
20050104:0036,135,318,0,39.62,19.41,1.93,0
20050104:0136,331,349,0,52.15,21.37,1.93,0
20050104:0236,856,131,0,64.44,23,2.21,0
20050104:0336,972,110,0,75.38,24.62,2.55,0
20050104:0436,1010,97,0,78.99,25.44,2.69,0
20050104:0536,962,97,0,70.59,26.13,3.03,0
20050104:0636,851,97,0,58.75,25.84,3.59,0
20050104:0736,702,86,0,46.29,25.67,3.86,0
20050104:0836,500,82,0,33.78,24.97,4.21,0
20050104:0936,286,69,0,21.45,23.66,4.55,0
20050104:1036,91,43,0,9.49,21.87,4.28,0
20050104:1136,0,0,0,0,20.07,4.41,0
20050104:1236,0,0,0,0,18.76,4.28,0
20050104:1336,0,0,0,0,17.72,4.14,0
20050104:1436,0,0,0,0,16.82,4.14,0
20050104:1536,0,0,0,0,15.99,4.21,0
20050104:1636,0,0,0,0,15.23,4.21,0
20050104:1736,0,0,0,0,14.61,4.14,0
20050104:1836,0,0,0,0,13.94,4,0
20050104:1936,0,0,0,0,13.53,3.93,0
20050104:2036,0,0,0,0,13.41,3.93,0
20050104:2136,0,2,0,3.36,13.94,3.45,0
20050104:2236,0,20,0,15.03,15.17,4.97,0
20050104:2336,193,281,0,27.05,17.09,4.62,0
20050105:0036,494,145,0,39.49,19.1,4.34,0
20050105:0136,707,132,0,52.01,21.36,3.86,0
20050105:0236,871,120,0,64.3,23.38,3.24,0
20050105:0336,971,110,0,75.23,25.16,2.48,0
20050105:0436,1009,98,0,78.91,26.59,1.79,0
20050105:0536,891,145,0,70.6,27.64,1.24,0
20050105:0636,852,97,0,58.79,27.84,1.03,0
20050105:0736,664,112,0,46.33,28.06,1.38,0
20050105:0836,483,93,0,33.82,27.77,1.79,0
20050105:0936,271,79,0,21.48,26.96,2,0
20050105:1036,93,42,0,9.52,25.4,1.79,0
20050105:1136,0,0,0,0,23.44,2.28,0
20050105:1236,0,0,0,0,22.44,3.1,0
20050105:1336,0,0,0,0,21.79,4,0
20050105:1436,0,0,0,0,20.8,4.62,0
20050105:1536,0,0,0,0,19.46,4.97,0
20050105:1636,0,0,0,0,18.22,5.03,0
20050105:1736,0,0,0,0,17.25,5.03,0
20050105:1836,0,0,0,0,16.2,5.1,0
20050105:1936,0,0,0,0,15.73,4.97,0
20050105:2036,0,0,0,0,15.52,4.76,0
20050105:2136,0,2,0,3.21,15.7,4.55,0
20050105:2236,0,20,0,14.89,17.32,4.55,0
20050105:2336,518,102,0,26.91,20.26,4.48,0
20050106:0036,619,61,0,39.35,23.58,3.86,0
20050106:0136,804,66,0,51.87,26.77,2.97,0
20050106:0236,920,86,0,64.15,29.5,1.52,0
20050106:0336,970,111,0,75.08,31.38,0.21,0
20050106:0436,972,123,0,78.83,32.69,1.03,0
20050106:0536,857,168,0,70.61,33.55,1.72,0
20050106:0636,730,178,0,58.82,33.28,2.83,0
20050106:0736,665,111,0,46.37,32.86,3.45,0
20050106:0836,314,196,0,33.86,31.77,3.79,0
20050106:0936,153,145,0,21.51,30.24,3.45,0
20050106:1036,93,43,0,9.54,28.31,3.1,0
20050106:1136,0,0,0,0,26.43,3.03,0
20050106:1236,0,0,0,0,25.08,2.69,0
20050106:1336,0,0,0,0,23.92,2.28,0
20050106:1436,0,0,0,0,22.93,2.14,0
20050106:1536,0,0,0,0,21.84,1.59,0
20050106:1636,0,0,0,0,20.32,1.1,0
20050106:1736,0,0,0,0,18.76,1.38,0
20050106:1836,0,0,0,0,17.7,1.72,0
20050106:1936,0,0,0,0,17.01,1.93,0
20050106:2036,0,0,0,0,16.53,1.93,0
20050106:2136,0,2,0,3.07,16.41,1.72,0
20050106:2236,0,20,0,14.75,18.94,1.79,0
20050106:2336,0,56,0,26.77,21.21,2.55,0
20050107:0036,0,136,0,39.21,22.96,2.97,0
20050107:0136,63,398,0,51.73,24.49,3.45,0
20050107:0236,135,475,0,64.01,25.56,4.21,0
20050107:0336,450,421,0,74.92,25.93,4.83,0
20050107:0436,657,322,0,78.73,25.88,5.03,0
20050107:0536,874,157,0,70.61,25.75,4.97,0
20050107:0636,790,139,0,58.85,26.12,4.48,0
20050107:0736,665,112,0,46.41,25.71,4.34,0
20050107:0836,484,94,0,33.89,24.96,4.21,0
20050107:0936,272,80,0,21.54,23.85,3.93,0
20050107:1036,94,42,0,9.55,22.44,3.24,0
20050107:1136,0,0,0,0,20.89,3.1,0
20050107:1236,0,0,0,0,19.78,3.03,0
20050107:1336,0,0,0,0,18.75,2.97,0
20050107:1436,0,0,0,0,17.74,2.83,0
20050107:1536,0,0,0,0,16.83,2.69,0
20050107:1636,0,0,0,0,16.11,2.62,0
20050107:1736,0,0,0,0,15.62,2.55,0
20050107:1836,0,0,0,0,15.58,2.55,0
20050107:1936,0,0,0,0,15.57,2.55,0
20050107:2036,0,0,0,0,15.36,2.55,0
20050107:2136,0,2,0,2.92,15.54,2.41,0
20050107:2236,0,19,0,14.6,16.63,3.17,0
20050107:2336,137,294,0,26.62,18.44,2.9,0
20050108:0036,414,189,0,39.07,20.68,2.55,0
20050108:0136,729,114,0,51.59,23.21,2.21,0
20050108:0236,884,108,0,63.86,25.44,1.93,0
20050108:0336,969,110,0,74.76,27.27,1.66,0
20050108:0436,952,136,0,78.62,28.62,1.72,0
20050108:0536,926,122,0,70.6,29.3,2,0
20050108:0636,853,97,0,58.87,29.5,2.14,0
20050108:0736,704,86,0,46.44,28.85,3.17,0
20050108:0836,485,93,0,33.92,27.77,3.38,0
20050108:0936,0,64,0,21.56,26.83,2.9,0
20050108:1036,1,54,0,9.56,25.59,2,0
20050108:1136,0,0,0,0,24.34,2,0
20050108:1236,0,0,0,0,23.36,2.07,0
20050108:1336,0,0,0,0,22.64,2.14,0
20050108:1436,0,0,0,0,22.22,2.28,0
20050108:1536,0,0,0,0,21.73,2.83,0
20050108:1636,0,0,0,0,21.47,3.24,0
20050108:1736,0,0,0,0,20.99,3.38,0
20050108:1836,0,0,0,0,20.16,2.9,0
20050108:1936,0,0,0,0,19.48,2.83,0
20050108:2036,0,0,0,0,19.12,2.83,0
20050108:2136,0,2,0,2.76,19,2.69,0
20050108:2236,0,19,0,14.45,20.72,2.55,0
20050108:2336,34,284,0,26.47,23.26,2.48,0
20050109:0036,330,235,0,38.92,25.97,2.55,0
20050109:0136,700,132,0,51.45,27.82,2.83,0
20050109:0236,710,221,0,63.71,28.61,3.24,0
20050109:0336,879,169,0,74.59,29,3.52,0
20050109:0436,952,135,0,78.51,29.21,3.86,0
20050109:0536,891,145,0,70.59,28.2,4.48,0
20050109:0636,556,284,0,58.89,27.97,4.83,0
20050109:0736,0,152,0,46.46,26.57,4.97,0
20050109:0836,0,90,0,33.94,25.33,5.03,0
20050109:0936,19,166,0,21.58,23.73,4.76,0
20050109:1036,46,65,0,9.57,21.95,4.14,0
20050109:1136,0,0,0,0,20.36,3.86,0
20050109:1236,0,0,0,0,19.19,3.79,0
20050109:1336,0,0,0,0,18.23,3.59,0
20050109:1436,0,0,0,0,17.46,3.66,0
20050109:1536,0,0,0,0,16.81,3.38,0
20050109:1636,0,0,0,0,16.36,3.1,0
20050109:1736,0,0,0,0,15.88,2.9,0
20050109:1836,0,0,0,0,15.35,2.76,0
20050109:1936,0,0,0,0,15,2.55,0
20050109:2036,0,0,0,0,14.59,2.07,0
20050109:2136,1,0,0,2.61,14.41,1.38,1
20050109:2236,0,19,0,14.3,16.24,1.24,0
20050109:2336,0,55,0,26.32,18.17,2.48,0
20050110:0036,127,313,0,38.78,19.7,2.69,0
20050110:0136,163,402,0,51.3,21.19,2.34,0
20050110:0236,486,350,0,63.55,22.74,2.28,0
20050110:0336,985,98,0,74.42,23.89,3.17,0
20050110:0436,1007,98,0,78.39,24.18,4.41,0
20050110:0536,980,85,0,70.57,23.69,5.1,0
20050110:0636,853,97,0,58.9,22.93,5.1,0
20050110:0736,692,94,0,46.48,22.07,5.24,0
20050110:0836,485,94,0,33.96,20.94,4.9,0
20050110:0936,273,80,0,21.59,19.74,4.28,0
20050110:1036,94,43,0,9.57,18.19,4.21,0
20050110:1136,0,0,0,0,16.94,3.31,0
20050110:1236,0,0,0,0,16.2,2.83,0
20050110:1336,0,0,0,0,15.74,2.55,0
20050110:1436,0,0,0,0,15.55,2.55,0
20050110:1536,0,0,0,0,15.69,2.48,0
20050110:1636,0,0,0,0,15.93,2.41,0
20050110:1736,0,0,0,0,16.08,2.41,0
20050110:1836,0,0,0,0,16.7,2.55,0
20050110:1936,0,0,0,0,16.78,2.21,0
20050110:2036,0,0,0,0,16.25,1.66,0
20050110:2136,1,0,0,2.45,15.9,1.52,1
20050110:2236,0,19,0,14.15,17.54,2.48,0
20050110:2336,0,172,0,26.17,18.52,2.69,0
20050111:0036,179,299,0,38.63,19.73,2.34,0
20050111:0136,479,265,0,51.15,21.25,2.07,0
20050111:0236,846,131,0,63.4,23.11,2,0
20050111:0336,947,123,0,74.25,24.79,2.14,0
20050111:0436,969,123,0,78.26,26.09,2.34,0
20050111:0536,926,122,0,70.54,26.83,2.69,0
20050111:0636,853,97,0,58.91,27.06,3.45,0
20050111:0736,692,95,0,46.5,26.3,4.28,0
20050111:0836,486,93,0,33.97,25.05,4.62,0
20050111:0936,258,89,0,21.6,23.69,4.48,0
20050111:1036,94,43,0,9.57,22.16,3.66,0
20050111:1136,0,0,0,0,20.64,3.31,0
20050111:1236,0,0,0,0,19.5,3.1,0
20050111:1336,0,0,0,0,18.44,2.9,0
20050111:1436,0,0,0,0,17.36,2.41,0
20050111:1536,0,0,0,0,16.37,2.34,0
20050111:1636,0,0,0,0,15.53,2.14,0
20050111:1736,0,0,0,0,14.8,2,0
20050111:1836,0,0,0,0,14.12,2.14,0
20050111:1936,0,0,0,0,13.55,2.07,0
20050111:2036,0,0,0,0,13.13,1.93,0
20050111:2136,0,0,0,2.29,13,1.72,1
20050111:2236,7,92,0,13.99,15.96,1.24,0
20050111:2336,563,62,0,26.02,19.77,1.03,0
20050112:0036,604,61,0,38.48,23.01,0.55,0
20050112:0136,777,76,0,51,25.46,0.41,0
20050112:0236,894,97,0,63.24,27.42,1.45,0
20050112:0336,983,97,0,74.07,28.57,2.83,0
20050112:0436,1006,97,0,78.12,28.68,3.86,0
20050112:0536,961,98,0,70.51,28.15,4.34,0
20050112:0636,853,97,0,58.91,27.25,4.41,0
20050112:0736,706,85,0,46.51,26.61,4.41,0
20050112:0836,504,82,0,33.98,25.75,4.21,0
20050112:0936,289,70,0,21.6,24.52,3.86,0
20050112:1036,94,42,0,9.56,22.69,3.17,0
20050112:1136,0,0,0,0,20.83,2.83,0
20050112:1236,0,0,0,0,19.55,2.55,0
20050112:1336,0,0,0,0,18.56,2.62,0
20050112:1436,0,0,0,0,17.71,2.69,0
20050112:1536,0,0,0,0,16.96,2.69,0
20050112:1636,0,0,0,0,16.28,2.83,0
20050112:1736,0,0,0,0,15.8,3.03,0
20050112:1836,0,0,0,0,15.69,2.83,0
20050112:1936,0,0,0,0,15.96,2.76,0
20050112:2036,0,0,0,0,16.29,2.97,0
20050112:2136,0,0,0,2.12,16.94,3.17,1
20050112:2236,0,18,0,13.83,18.08,4.21,0
20050112:2336,0,61,0,25.87,18.3,4.69,0
20050113:0036,4,237,0,38.33,18.83,4.97,0
20050113:0136,185,394,0,50.85,19.64,5.1,0
20050113:0236,582,294,0,63.08,20.94,5.17,0
20050113:0336,519,382,0,73.89,22.21,5.17,0
20050113:0436,896,170,0,77.97,23.09,5.17,0
20050113:0536,908,133,0,70.46,23.82,5.24,0
20050113:0636,647,230,0,58.9,24.12,5.38,0
20050113:0736,642,128,0,46.51,23.72,5.52,0
20050113:0836,486,94,0,33.98,22.8,5.59,0
20050113:0936,258,89,0,21.6,21.41,5.52,0
20050113:1036,79,51,0,9.54,19.64,4.76,0
20050113:1136,0,0,0,0,17.86,4.9,0
20050113:1236,0,0,0,0,16.42,4.83,0
20050113:1336,0,0,0,0,15.3,4.69,0
20050113:1436,0,0,0,0,14.41,4.48,0
20050113:1536,0,0,0,0,13.69,4.28,0
20050113:1636,0,0,0,0,13.14,4.07,0
20050113:1736,0,0,0,0,12.7,3.93,0
20050113:1836,0,0,0,0,12,3.59,0
20050113:1936,0,0,0,0,11.69,3.31,0
20050113:2036,0,0,0,0,11.38,3.1,0
20050113:2136,0,0,0,1.95,11.4,2.97,1
20050113:2236,0,18,0,13.67,12.96,3.03,0
20050113:2336,112,292,0,25.71,15.05,4.34,0
20050114:0036,421,176,0,38.17,17.02,4.41,0
20050114:0136,677,140,0,50.69,19.06,4.07,0
20050114:0236,858,119,0,62.91,21.03,3.79,0
20050114:0336,944,122,0,73.7,22.78,3.59,0
20050114:0436,967,123,0,77.82,24.27,3.59,0
20050114:0536,925,122,0,70.41,25.41,3.59,0
20050114:0636,853,97,0,58.89,25.82,3.79,0
20050114:0736,667,111,0,46.51,25.99,4.07,0
20050114:0836,468,105,0,33.98,25.51,4.41,0
20050114:0936,273,80,0,21.59,24.4,4.69,0
20050114:1036,79,50,0,9.52,22.57,4.41,0
20050114:1136,0,0,0,0,20.44,4.62,0
20050114:1236,0,0,0,0,18.77,4.55,0
20050114:1336,0,0,0,0,17.43,4.41,0
20050114:1436,0,0,0,0,16.34,4.28,0
20050114:1536,0,0,0,0,15.55,4,0
20050114:1636,0,0,0,0,14.89,3.72,0
20050114:1736,0,0,0,0,14.35,3.52,0
20050114:1836,0,0,0,0,13.28,3.17,0
20050114:1936,0,0,0,0,12.82,3.03,0
20050114:2036,0,0,0,0,12.42,2.97,0
20050114:2136,0,0,0,1.78,12.41,2.97,1
20050114:2236,0,18,0,13.51,14.04,3.24,0
20050114:2336,200,265,0,25.55,16.05,4.28,0
20050115:0036,455,153,0,38.02,17.92,4.07,0
20050115:0136,715,114,0,50.54,19.99,3.93,0
20050115:0236,873,108,0,62.75,21.94,3.93,0
20050115:0336,961,110,0,73.51,23.66,3.93,0
20050115:0436,1003,98,0,77.65,25.08,3.86,0
20050115:0536,960,98,0,70.36,26.19,3.79,0
20050115:0636,853,97,0,58.87,27.22,3.93,0
20050115:0736,693,94,0,46.5,27.48,4.07,0
20050115:0836,486,94,0,33.98,27.16,4.41,0
20050115:0936,273,80,0,21.57,26.27,4.62,0
20050115:1036,93,43,0,9.5,24.7,4.21,0
20050115:1136,0,0,0,0,22.86,4.48,0
20050115:1236,0,0,0,0,21.26,5.03,0
20050115:1336,0,0,0,0,19.57,5.24,0
20050115:1436,0,0,0,0,17.98,5.24,0
20050115:1536,0,0,0,0,16.68,5.1,0
20050115:1636,0,0,0,0,15.68,5.03,0
20050115:1736,0,0,0,0,14.91,4.97,0
20050115:1836,0,0,0,0,13.98,4.9,0
20050115:1936,0,0,0,0,13.58,4.9,0
20050115:2036,0,0,0,0,13.3,4.83,0
20050115:2136,0,0,0,1.61,13.32,4.9,1
20050115:2236,0,17,0,13.35,14.58,5.1,0
20050115:2336,292,220,0,25.39,16.82,5.45,0
20050116:0036,510,117,0,37.86,19.51,5.1,0
20050116:0136,713,113,0,50.38,22.24,4.48,0
20050116:0236,871,108,0,62.58,24.83,3.86,0
20050116:0336,959,110,0,73.31,27.07,3.38,0
20050116:0436,1003,97,0,77.48,28.75,2.76,0
20050116:0536,959,98,0,70.29,29.93,2.48,0
20050116:0636,821,118,0,58.85,30.62,2.76,0
20050116:0736,642,127,0,46.49,30.96,3.03,0
20050116:0836,432,128,0,33.96,30.71,3.24,0
20050116:0936,197,124,0,21.55,29.98,2.97,0
20050116:1036,65,57,0,9.46,28.34,2.62,0
20050116:1136,0,0,0,0,26.17,2.9,0
20050116:1236,0,0,0,0,24.64,3.1,0
20050116:1336,0,0,0,0,23.46,3.1,0
20050116:1436,0,0,0,0,22.42,3.59,0
20050116:1536,0,0,0,0,21.14,4.21,0
20050116:1636,0,0,0,0,19.92,4.41,0
20050116:1736,0,0,0,0,19.15,4.34,0
20050116:1836,0,0,0,0,18.31,4.34,0
20050116:1936,0,0,0,0,18.13,4.28,0
20050116:2036,0,0,0,0,18.26,4.07,0
20050116:2136,0,0,0,1.44,18.63,3.86,1
20050116:2236,2,77,0,13.18,20.8,3.59,0
20050116:2336,140,281,0,25.23,24.21,3.86,0
20050117:0036,319,228,0,37.71,27.42,3.72,0
20050117:0136,514,237,0,50.22,30.24,3.1,0
20050117:0236,657,245,0,62.41,32.68,2.55,0
20050117:0336,665,297,0,73.11,34.33,2,0
20050117:0436,638,328,0,77.3,35.21,2,0
20050117:0536,639,301,0,70.22,35.62,2.34,0
20050117:0636,687,205,0,58.82,35.6,2,0
20050117:0736,593,159,0,46.47,34.93,3.24,0
20050117:0836,432,128,0,33.95,31.75,3.31,0
20050117:0936,27,171,0,21.53,29.42,2.28,0
20050117:1036,54,62,0,9.43,27.13,1.72,0
20050117:1136,0,0,0,0,25.52,1.72,0
20050117:1236,0,0,0,0,24.08,1.66,0
20050117:1336,0,0,0,0,22.7,1.03,0
20050117:1436,0,0,0,0,21.88,0.97,0
20050117:1536,0,0,0,0,21.02,2.14,0
20050117:1636,0,0,0,0,20.22,2.48,0
20050117:1736,0,0,0,0,19.08,2.62,0
20050117:1836,0,0,0,0,18.28,3.17,0
20050117:1936,0,0,0,0,17.37,3.52,0
20050117:2036,0,0,0,0,16.95,3.72,0
20050117:2136,0,0,0,1.26,16.57,3.59,1
20050117:2236,0.1,21.5,0,13.02,17.64,4.69,1
20050117:2336,0,173,0,25.07,18.83,4.55,0
20050118:0036,190,285,0,37.55,20.63,4.62,0
20050118:0136,618,172,0,50.06,21.98,4.48,0
20050118:0236,851,119,0,62.23,23.63,4.41,0
20050118:0336,957,110,0,72.91,24.86,4.55,0
20050118:0436,1001,97,0,77.11,25.85,4.62,0
20050118:0536,958,98,0,70.13,26.31,5.03,0
20050118:0636,820,118,0,58.78,26.04,5.45,0
20050118:0736,692,94,0,46.45,25.46,5.66,0
20050118:0836,504,81,0,33.92,24.4,5.72,0
20050118:0936,287,70,0,21.5,22.93,5.52,0
20050118:1036,90,43,0,9.39,21.16,4.69,0
20050118:1136,0,0,0,0,19.32,4.69,0
20050118:1236,0,0,0,0,17.78,4.69,0
20050118:1336,0,0,0,0,16.54,4.62,0
20050118:1436,0,0,0,0,15.4,4.34,0
20050118:1536,0,0,0,0,14.44,4.21,0
20050118:1636,0,0,0,0,13.75,4.21,0
20050118:1736,0,0,0,0,13.21,3.86,0
20050118:1836,0,0,0,0,12.15,3.66,0
20050118:1936,0,0,0,0,11.7,3.59,0
20050118:2036,0,0,0,0,11.49,3.59,0
20050118:2136,0,0,0,1.08,11.49,3.59,1
20050118:2236,0,19,0,12.85,12.86,4.14,0
20050118:2336,352,183,0,24.91,14.75,4.69,0
20050119:0036,513,109,0,37.39,16.96,4.41,0
20050119:0136,747,86,0,49.9,19.34,4,0
20050119:0236,882,97,0,62.06,21.64,3.52,0
20050119:0336,955,110,0,72.7,23.68,3.1,0
20050119:0436,999,98,0,76.92,25.3,2.69,0
20050119:0536,957,98,0,70.05,26.48,2.55,0
20050119:0636,851,97,0,58.74,26.75,2.83,0
20050119:0736,704,86,0,46.42,27.02,2.83,0
20050119:0836,503,82,0,33.9,26.86,2.76,0
20050119:0936,287,70,0,21.47,26.29,2.69,0
20050119:1036,88,44,0,9.34,24.86,2.14,0
20050119:1136,0,0,0,0,22.7,2.48,0
20050119:1236,0,0,0,0,21.16,2.83,0
20050119:1336,0,0,0,0,20,3.38,0
20050119:1436,0,0,0,0,18.99,3.66,0
20050119:1536,0,0,0,0,18.06,3.72,0
20050119:1636,0,0,0,0,17.14,3.52,0
20050119:1736,0,0,0,0,16.25,3.24,0
20050119:1836,0,0,0,0,14.85,2.97,0
20050119:1936,0,0,0,0,14.12,2.83,0
20050119:2036,0,0,0,0,13.55,2.83,0
20050119:2136,0,0,0,0.9,13.27,2.69,1
20050119:2236,25,93,0,12.68,14.71,2.9,0
20050119:2336,484,100,0,24.74,17.24,2.76,0
20050120:0036,571,69,0,37.23,20.19,2.34,0
20050120:0136,717,105,0,49.73,22.92,1.86,0
20050120:0236,864,108,0,61.88,24.95,1.38,0
20050120:0336,972,97,0,72.49,26.51,1.31,0
20050120:0436,998,98,0,76.72,27.66,1.93,0
20050120:0536,957,97,0,69.95,28.19,2.48,0
20050120:0636,851,96,0,58.69,28.24,3.17,0
20050120:0736,704,85,0,46.39,27.75,3.86,0
20050120:0836,503,81,0,33.86,26.86,4.14,0
20050120:0936,286,70,0,21.43,25.57,4.07,0
20050120:1036,101,35,0,9.29,23.79,3.86,0
20050120:1136,0,0,0,0,21.75,3.86,0
20050120:1236,0,0,0,0,20.21,3.72,0
20050120:1336,0,0,0,0,18.89,3.86,0
20050120:1436,0,0,0,0,17.73,3.93,0
20050120:1536,0,0,0,0,16.84,3.93,0
20050120:1636,0,0,0,0,16.19,3.66,0
20050120:1736,0,0,0,0,15.59,3.24,0
20050120:1836,0,0,0,0,14.81,3.45,0
20050120:1936,0,0,0,0,14.35,3.38,0
20050120:2036,0,0,0,0,13.92,3.1,0
20050120:2136,0,0,0,0.72,13.69,2.9,1
20050120:2236,0,53,0,12.5,15.14,3.24,0
20050120:2336,411,144,0,24.58,17.61,3.17,0
20050121:0036,548,83,0,37.07,20.46,2.62,0
20050121:0136,742,86,0,49.57,23.2,1.93,0
20050121:0236,878,97,0,61.7,25.44,1.72,0
20050121:0336,952,110,0,72.27,27.14,1.72,0
20050121:0436,997,98,0,76.51,28.41,1.93,0
20050121:0536,974,85,0,69.84,29.18,2.34,0
20050121:0636,850,97,0,58.64,29.11,3.1,0
20050121:0736,690,94,0,46.35,28.71,3.59,0
20050121:0836,502,81,0,33.82,27.91,3.79,0
20050121:0936,286,69,0,21.38,26.71,3.66,0
20050121:1036,87,43,0,9.23,24.88,3.38,0
20050121:1136,0,0,0,0,22.88,3.52,0
20050121:1236,0,0,0,0,21.35,3.72,0
20050121:1336,0,0,0,0,20.1,3.79,0
20050121:1436,0,0,0,0,19.02,3.86,0
20050121:1536,0,0,0,0,18.07,3.93,0
20050121:1636,0,0,0,0,17.27,3.86,0
20050121:1736,0,0,0,0,16.58,3.79,0
20050121:1836,0,0,0,0,15.74,3.72,0
20050121:1936,0,0,0,0,15.28,3.59,0
20050121:2036,0,0,0,0,14.94,3.52,0
20050121:2136,0,0,0,0.54,14.85,3.59,1
20050121:2236,54,86,0,12.33,16.25,3.93,0
20050121:2336,497,88,0,24.41,18.86,3.72,0
20050122:0036,566,68,0,36.9,22.04,3.24,0
20050122:0136,754,76,0,49.4,25.17,2.62,0
20050122:0236,892,86,0,61.52,27.83,2,0
20050122:0336,969,97,0,72.06,29.83,1.59,0
20050122:0436,996,97,0,76.29,31.25,1.72,0
20050122:0536,955,97,0,69.73,32.17,2,0
20050122:0636,865,86,0,58.57,32.57,2.41,0
20050122:0736,702,86,0,46.3,32.58,2.76,0
20050122:0836,483,93,0,33.78,32.08,3.03,0
20050122:0936,285,69,0,21.33,31.13,2.9,0
20050122:1036,84,44,0,9.16,29.23,3.03,0
20050122:1136,0,0,0,0,27.07,3.45,0
20050122:1236,0,0,0,0,25.51,3.93,0
20050122:1336,0,0,0,0,24.3,4.41,0
20050122:1436,0,0,0,0,23.17,4.69,0
20050122:1536,0,0,0,0,21.97,4.62,0
20050122:1636,0,0,0,0,20.88,4.48,0
20050122:1736,0,0,0,0,19.92,4.55,0
20050122:1836,0,0,0,0,19,4.34,0
20050122:1936,0,0,0,0,18.42,4.28,0
20050122:2036,0,0,0,0,18.01,4.14,0
20050122:2136,0,0,0,0.35,17.83,4,1
20050122:2236,32,89,0,12.16,19.13,4,0
20050122:2336,374,163,0,24.24,22,4.41,0
20050123:0036,503,108,0,36.74,25.36,4.21,0
20050123:0136,697,113,0,49.23,28.47,3.72,0
20050123:0236,858,108,0,61.33,31.14,3.03,0
20050123:0336,949,110,0,71.83,33.26,2.14,0
